Total Line Failures,Maximum failed line capacity,Load shed from previous step,Difference in Load Shed,Load,Steady State,Capacity of Failed Ones,Capacity of Failed Ones 2,Failed Line Index,Capacity of Failed One,Time of Failure Event,Accumulation of Failed Capacities,Demand-Loadshed Difference,Generation
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,138,50.0,6160.0,6160.0,816.340000000001,1865.3767881830574
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6118.0,6118.0,858.340000000001,2079.01635445441
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6192.0,6192.0,784.340000000001,2010.464595582358
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6126.0,6126.0,850.340000000001,2047.6359258258826
2,400.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2068.636079419514
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6131.0,6131.0,845.340000000001,2044.5243440547301
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6120.0,6120.0,856.340000000001,2013.6304529024596
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6138.0,6138.0,838.340000000001,2040.9128979577686
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6141.0,6141.0,835.340000000001,2057.8288504977363
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6143.0,6143.0,833.340000000001,2067.062646181455
2,400.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2073.1855181297274
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,400.0,38,200.0,6167.0,6167.0,809.340000000001,2004.027329573331
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,400.0,33,50.0,6196.0,6196.0,780.340000000001,1967.7784375361375
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,400.0,31,200.0,6241.0,6241.0,735.340000000001,1857.386238398894
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6144.0,6144.0,832.340000000001,2069.580013537334
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6140.0,6140.0,836.340000000001,2045.1142447070831
3,0.0,-1.0,-1.0,6976.340000000001,3,100.0,200.0,38,200.0,6160.0,6160.0,816.340000000001,2001.4952037929365
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,7,50.0,6166.0,6166.0,810.340000000001,1946.1041361456248
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6138.0,6138.0,838.340000000001,2008.6256395443959
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6148.0,6148.0,828.340000000001,1981.9686494099678
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,7,50.0,6142.0,6142.0,834.340000000001,1926.5251229343241
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,33,50.0,6120.0,6120.0,856.340000000001,1861.0827337323224
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6137.0,6137.0,839.340000000001,2060.480904816084
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6165.0,6165.0,811.340000000001,2004.0897765332356
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6173.0,6173.0,803.340000000001,2100.248186570659
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,138,50.0,6168.0,6168.0,808.340000000001,2100.2263195169553
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6188.0,6188.0,788.340000000001,2018.300913955016
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6154.0,6154.0,822.340000000001,2068.7845251575304
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6171.0,6171.0,805.340000000001,2001.4082333984977
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,33,50.0,6202.0,6202.0,774.340000000001,1936.783155410245
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,31,200.0,6244.0,6244.0,732.340000000001,1836.826433834542
6,0.0,-1.0,-1.0,6976.340000000001,6,50.0,200.0,129,50.0,6240.0,6240.0,736.340000000001,1828.4531426749652
7,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,142,50.0,6243.0,6243.0,733.340000000001,1835.394296002765
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6135.0,6135.0,841.340000000001,2098.978322873097
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,100.0,116,100.0,6134.0,6134.0,842.340000000001,2086.096183224032
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,38,200.0,6164.0,6164.0,812.340000000001,2004.5570945752343
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,11,50.0,6212.0,6212.0,764.340000000001,1978.1061602934626
6,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,129,50.0,6214.0,6214.0,762.340000000001,1977.7989623739004
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6166.0,6166.0,810.340000000001,2069.7577151429264
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,100.0,137,50.0,6166.0,6166.0,810.340000000001,2068.4431286083386
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6231.0,6231.0,745.340000000001,2009.2285418904803
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6189.0,6189.0,787.340000000001,2063.0059846622817
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,7,50.0,6172.0,6172.0,804.340000000001,2043.7665096781227
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6230.0,6230.0,746.340000000001,1954.6856698043196
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6161.0,6161.0,815.340000000001,2060.580905295532
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6144.0,6144.0,832.340000000001,2039.7470664155242
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2044.8275989400443
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6193.0,6193.0,783.340000000001,2040.5232323843952
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6176.0,6176.0,800.340000000001,2102.5616644969896
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6154.0,6154.0,822.340000000001,2068.829087834452
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6134.0,6134.0,842.340000000001,2040.1079487827515
3,0.0,-1.0,-1.0,6976.340000000001,-1,100.0,100.0,90,100.0,6133.0,6133.0,843.340000000001,2023.0201060339596
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6137.0,6137.0,839.340000000001,2100.0240910428856
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6140.0,6140.0,836.340000000001,2016.59316658512
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6157.0,6157.0,819.340000000001,1981.2596631587273
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6138.0,6138.0,838.340000000001,2064.010878012611
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6190.0,6190.0,786.340000000001,1854.1659329954684
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6223.0,6223.0,753.340000000001,1864.269044156585
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,90,100.0,6220.0,6220.0,756.340000000001,1867.5904594503563
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,138,50.0,6220.0,6220.0,756.340000000001,1868.2186675613527
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2053.842824752366
3,0.0,-1.0,-1.0,6976.340000000001,3,100.0,100.0,90,100.0,6132.0,6132.0,844.340000000001,2050.5675540590705
4,0.0,-1.0,-1.0,6976.340000000001,-1,100.0,200.0,38,200.0,6159.0,6159.0,817.340000000001,2000.9120260339114
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6138.0,6138.0,838.340000000001,2063.8416571093035
3,0.0,-1.0,-1.0,6976.340000000001,-1,100.0,100.0,90,100.0,6140.0,6140.0,836.340000000001,2061.433783045003
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6133.0,6133.0,843.340000000001,2060.558314301196
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6126.0,6126.0,850.340000000001,2047.0103443693026
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,50.0,107,50.0,6137.0,6137.0,839.340000000001,2001.205730865334
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6120.0,6120.0,856.340000000001,2078.303105839194
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,137,50.0,6121.0,6121.0,855.340000000001,2077.619440693512
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,38,200.0,6157.0,6157.0,819.340000000001,2004.9828637116611
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,33,50.0,6187.0,6187.0,789.340000000001,1965.9061769550863
6,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,90,100.0,6181.0,6181.0,795.340000000001,1968.2978873577076
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6146.0,6146.0,830.340000000001,2050.5769866939822
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6130.0,6130.0,846.340000000001,2054.06986330271
3,0.0,-1.0,-1.0,6976.340000000001,3,100.0,200.0,38,200.0,6152.0,6152.0,824.340000000001,2004.2855179771925
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,109,50.0,6152.0,6152.0,824.340000000001,1957.488569144309
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6146.0,6146.0,830.340000000001,2075.9047806903027
3,0.0,-1.0,-1.0,6976.340000000001,-1,100.0,200.0,38,200.0,6186.0,6186.0,790.340000000001,2003.7064865283512
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6111.0,6111.0,865.340000000001,2071.8288914070113
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,7,50.0,6097.0,6097.0,879.340000000001,2048.2848368748328
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6138.0,6138.0,838.340000000001,2052.029501642405
3,0.0,-1.0,-1.0,6976.340000000001,-1,100.0,200.0,90,100.0,6139.0,6139.0,837.340000000001,2050.6055351640807
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6157.0,6157.0,819.340000000001,2056.153346637313
2,800.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6208.0,6208.0,768.340000000001,2161.0330511655156
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,800.0,7,50.0,6187.0,6187.0,789.340000000001,2113.1585118985527
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6209.0,6209.0,767.340000000001,2053.861952259254
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,100.0,107,50.0,6151.0,6151.0,825.340000000001,1970.126460685477
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,137,50.0,6151.0,6151.0,825.340000000001,1969.4433697846575
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6131.0,6131.0,845.340000000001,2056.386030325136
3,0.0,-1.0,-1.0,6976.340000000001,3,100.0,200.0,38,200.0,6161.0,6161.0,815.340000000001,2002.5609990908565
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,107,50.0,6153.0,6153.0,823.340000000001,1979.4908615838976
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,33,50.0,6121.0,6121.0,855.340000000001,1895.5718583973935
6,0.0,-1.0,-1.0,6976.340000000001,6,50.0,200.0,31,200.0,6182.0,6182.0,794.340000000001,1776.2861730879563
7,0.0,-1.0,-1.0,6976.340000000001,7,50.0,200.0,138,50.0,6180.0,6180.0,796.340000000001,1776.4845770307572
8,0.0,-1.0,-1.0,6976.340000000001,8,50.0,200.0,142,50.0,6186.0,6186.0,790.340000000001,1780.6939143013894
9,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,139,100.0,6184.0,6184.0,792.340000000001,1776.798376250064
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6158.0,6158.0,818.340000000001,2068.6006034853626
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6146.0,6146.0,830.340000000001,2080.181801517058
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6142.0,6142.0,834.340000000001,2081.235622362174
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6166.0,6166.0,810.340000000001,2073.0657168239513
2,800.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6192.0,6192.0,784.340000000001,2129.850557667039
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,800.0,107,50.0,6273.0,6273.0,703.340000000001,2092.527569675481
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,800.0,38,200.0,6314.0,6314.0,662.340000000001,1945.4398373501929
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6148.0,6148.0,828.340000000001,2110.3911523649163
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6193.0,6193.0,783.340000000001,1959.9206177825945
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,31,200.0,6235.0,6235.0,741.340000000001,1848.3884452581033
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,138,50.0,6235.0,6235.0,741.340000000001,1848.680135475288
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6161.0,6161.0,815.340000000001,2060.3447320832074
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6163.0,6163.0,813.340000000001,2075.871237565357
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6138.0,6138.0,838.340000000001,2077.1328419161287
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,50.0,129,50.0,6137.0,6137.0,839.340000000001,2070.738440577903
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,38,200.0,6159.0,6159.0,817.340000000001,1987.151446418528
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,107,50.0,6157.0,6157.0,819.340000000001,1970.116196778785
6,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,33,50.0,6126.0,6126.0,850.340000000001,1933.1738609826843
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6111.0,6111.0,865.340000000001,2054.0759408682666
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,100.0,7,50.0,6102.0,6102.0,874.340000000001,2037.9965035259772
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,38,200.0,6179.0,6179.0,797.340000000001,1938.4880890627373
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,21,50.0,6216.0,6216.0,760.340000000001,1943.0255623169824
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6142.0,6142.0,834.340000000001,2070.684677322447
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,100.0,9,50.0,6140.0,6140.0,836.340000000001,2051.2413335493043
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,90,100.0,6133.0,6133.0,843.340000000001,2050.985542974046
2,400.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6153.0,6153.0,823.340000000001,2068.410484035139
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6244.0,6244.0,732.340000000001,2001.1419180014493
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,107,50.0,6164.0,6164.0,812.340000000001,1915.1835477791005
2,400.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6353.0,6353.0,623.340000000001,1852.4081994651283
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,400.0,107,50.0,6353.0,6353.0,623.340000000001,1852.171104980878
2,400.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6122.0,6122.0,854.340000000001,2079.6935393854287
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,400.0,38,200.0,6158.0,6158.0,818.340000000001,2004.6067040353128
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6141.0,6141.0,835.340000000001,2052.3138480914063
3,0.0,-1.0,-1.0,6976.340000000001,3,100.0,200.0,38,200.0,6158.0,6158.0,818.340000000001,2004.1457738613103
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,9,50.0,6134.0,6134.0,842.340000000001,1953.50110942457
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6121.0,6121.0,855.340000000001,2073.376996705706
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,107,50.0,6112.0,6112.0,864.340000000001,2023.3938165872562
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6194.0,6194.0,782.340000000001,2023.465805888105
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,50.0,43,50.0,6171.0,6171.0,805.340000000001,2034.5472815526828
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6138.0,6138.0,838.340000000001,2064.858884271101
2,800.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6194.0,6194.0,782.340000000001,2057.1137965417456
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6149.0,6149.0,827.340000000001,2063.335136943524
2,400.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6215.0,6215.0,761.340000000001,1939.4241440094565
2,400.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6354.0,6354.0,622.340000000001,1851.4569150039852
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6146.0,6146.0,830.340000000001,2052.1539245096174
2,800.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6133.0,6133.0,843.340000000001,2150.6081689053335
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,800.0,90,100.0,6136.0,6136.0,840.340000000001,2149.1794712474402
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,800.0,138,50.0,6136.0,6136.0,840.340000000001,2149.1648479718087
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,800.0,119,50.0,6133.0,6133.0,843.340000000001,2174.434896086215
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6165.0,6165.0,811.340000000001,1985.0129882839433
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,7,50.0,6163.0,6163.0,813.340000000001,1968.4048154100717
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6166.0,6166.0,810.340000000001,1915.3599690931694
2,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6147.0,6147.0,829.340000000001,2019.2258905869887
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6175.0,6175.0,801.340000000001,1990.911986398172
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6138.0,6138.0,838.340000000001,2066.0801466492635
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6167.0,6167.0,809.340000000001,2004.0470631403991
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6169.0,6169.0,807.340000000001,2070.047190375856
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,9,50.0,6163.0,6163.0,813.340000000001,2046.1349833203958
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,38,200.0,6185.0,6185.0,791.340000000001,1951.412273946648
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,33,50.0,6143.0,6143.0,833.340000000001,1905.217859523526
6,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,31,200.0,6170.0,6170.0,806.340000000001,1819.0962468246698
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6125.0,6125.0,851.340000000001,2062.7109943753567
2,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6135.0,6135.0,841.340000000001,2079.213204435175
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2062.84026012091
2,800.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6206.0,6206.0,770.340000000001,2067.0854268379553
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6213.0,6213.0,763.340000000001,2051.9065931065616
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,100.0,7,50.0,6209.0,6209.0,767.340000000001,2031.6376374474635
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,107,50.0,6146.0,6146.0,830.340000000001,1957.135002706274
2,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6161.0,6161.0,815.340000000001,2070.062722825428
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,100.0,90,100.0,6163.0,6163.0,813.340000000001,2067.8963529915673
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,38,200.0,6191.0,6191.0,785.340000000001,2002.6770630089147
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,33,50.0,6153.0,6153.0,823.340000000001,1944.079209639544
6,0.0,-1.0,-1.0,6976.340000000001,6,50.0,200.0,31,200.0,6160.0,6160.0,816.340000000001,1840.5551787000936
7,0.0,-1.0,-1.0,6976.340000000001,7,50.0,200.0,138,50.0,6160.0,6160.0,816.340000000001,1841.1100463102257
8,0.0,-1.0,-1.0,6976.340000000001,8,50.0,200.0,139,100.0,6159.0,6159.0,817.340000000001,1837.5150117625637
9,0.0,-1.0,-1.0,6976.340000000001,9,50.0,200.0,142,50.0,6160.0,6160.0,816.340000000001,1839.4272522459796
10,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,141,200.0,6158.0,6158.0,818.340000000001,1835.5941476264438
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6144.0,6144.0,832.340000000001,2120.045973267211
3,0.0,-1.0,-1.0,6976.340000000001,3,100.0,200.0,90,100.0,6146.0,6146.0,830.340000000001,2118.1252026395828
4,0.0,-1.0,-1.0,6976.340000000001,4,100.0,200.0,38,200.0,6164.0,6164.0,812.340000000001,2019.6644706349634
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,7,50.0,6154.0,6154.0,822.340000000001,1969.6843794269403
6,0.0,-1.0,-1.0,6976.340000000001,6,50.0,200.0,138,50.0,6154.0,6154.0,822.340000000001,1969.6829145120714
7,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,139,100.0,6154.0,6154.0,822.340000000001,1969.6867302748988
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6177.0,6177.0,799.340000000001,2063.726541493414
2,800.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6130.0,6130.0,846.340000000001,2148.286715651676
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,800.0,9,50.0,6162.0,6162.0,814.340000000001,2110.1264395697954
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,800.0,138,50.0,6161.0,6161.0,815.340000000001,2110.144509424
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,800.0,142,50.0,6161.0,6161.0,815.340000000001,2110.2231218281863
6,0.0,-1.0,-1.0,6976.340000000001,6,50.0,800.0,139,100.0,6162.0,6162.0,814.340000000001,2110.1377770414674
7,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,800.0,141,200.0,6161.0,6161.0,815.340000000001,2110.286322333429
2,400.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6105.0,6105.0,871.340000000001,1897.3262942517345
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,400.0,107,50.0,6111.0,6111.0,865.340000000001,1869.3059574922415
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,400.0,38,200.0,6098.0,6098.0,878.340000000001,1887.3500941652937
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,400.0,119,50.0,6136.0,6136.0,840.340000000001,1979.820580826611
6,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,400.0,116,100.0,6311.0,6311.0,665.340000000001,1969.5658405426598
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6147.0,6147.0,829.340000000001,2061.8169146913324
3,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,60,50.0,6158.0,6158.0,818.340000000001,2067.735662824389
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6136.0,6136.0,840.340000000001,2059.091829375995
3,0.0,-1.0,-1.0,6976.340000000001,3,200.0,200.0,38,200.0,6165.0,6165.0,811.340000000001,2004.1343206623123
4,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,109,50.0,6159.0,6159.0,817.340000000001,1964.014196645267
5,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,33,50.0,6194.0,6194.0,782.340000000001,1939.623841529893
6,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,31,200.0,6240.0,6240.0,736.340000000001,1843.6624531757257
2,800.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6227.0,6227.0,749.340000000001,2161.0330498769895
3,0.0,-1.0,-1.0,6976.340000000001,-1,200.0,800.0,38,200.0,6218.0,6218.0,758.340000000001,2000.6732814858656
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6151.0,6151.0,825.340000000001,2038.0612750816076
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,90,100.0,6150.0,6150.0,826.340000000001,2035.143742727495
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,38,200.0,6184.0,6184.0,792.340000000001,2001.8654447601502
2,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,6139.0,6139.0,837.340000000001,2019.6167664246154
2,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6130.0,6130.0,846.340000000001,2078.2807326113525
3,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,38,200.0,6166.0,6166.0,810.340000000001,2005.996240080307
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,33,50.0,6197.0,6197.0,779.340000000001,1966.4970357148145
2,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,6117.0,6117.0,859.340000000001,2057.240734873521
